Name,Slug,Homepage,Short Description,Price Text,Pricing,Categories,Verified,Favorite Count,Updated At,text
Leonardo.AI,leonardoai,https://leonardo.ai/,Leverage generative AI with a unique suite of tools to convey your ideas to the world.,,Freemium,"image generator, image to image",True,1,2025-04-11,"Leonardo.AI — Leverage generative AI with a unique suite of tools to convey your ideas to the world. | image generator, image to image | Freemium | https://leonardo.ai/"
Name for your baby,name-for-your-baby,https://spellprints.com/@shennon/name-for-your-baby,Choose the perfect baby name with Name for your baby AI,3.29,Paid,"life assistant, fun tools",False,0,2023-07-28,"Name for your baby — Choose the perfect baby name with Name for your baby AI | life assistant, fun tools | Paid | https://spellprints.com/@shennon/name-for-your-baby"
Ask Oracle,ask-oracle,https://www.askoracle.ai/,Ask the Oracle anything you want to know about the stars!,,Free,"life assistant, fun tools",False,0,2023-07-28,"Ask Oracle — Ask the Oracle anything you want to know about the stars! | life assistant, fun tools | Free | https://www.askoracle.ai/"
Baba Selo,baba-selo,https://www.babaselo.com/,AI-Powered Chatbot and Recipe Assistant for Creative Cooking,0,Free,fun tools,False,0,2023-07-28,Baba Selo — AI-Powered Chatbot and Recipe Assistant for Creative Cooking | fun tools | Free | https://www.babaselo.com/
VarosAI,varosai,https://www.varos.com/,It is a platform that provides real-time benchmarking data for eCommerce and SaaS companies.,,Free Trial,"productivity, sales",False,0,2025-06-26,"VarosAI — It is a platform that provides real-time benchmarking data for eCommerce and SaaS companies. | productivity, sales | Free Trial | https://www.varos.com/"
ReplyAce ,replyace,https://replyace.com/,Effortlessly Automate Your Email Responses And Improve Customer Satisfaction With ReplyAce.,9.99,Freemium,"customer support, email assistant",False,0,2023-07-28,"ReplyAce  — Effortlessly Automate Your Email Responses And Improve Customer Satisfaction With ReplyAce. | customer support, email assistant | Freemium | https://replyace.com/"
Deepbrain AI ,deepbrain-ai,https://www.deepbrain.io/ai-interview,Innovate HR Process with AI Interview,30/mo.,Paid,human resources,False,0,2023-07-28,Deepbrain AI  — Innovate HR Process with AI Interview | human resources | Paid | https://www.deepbrain.io/ai-interview
GPT Prompt Tuner,gpt-prompt-tuner,https://gptprompttuner.com/,Use AI to Generate ChatGPT prompt iterations and run conversations in parallel.,4.99/mo,Free Trial,"developer tools, prompts",False,0,2023-07-28,"GPT Prompt Tuner — Use AI to Generate ChatGPT prompt iterations and run conversations in parallel. | developer tools, prompts | Free Trial | https://gptprompttuner.com/"
Stocked AI,stocked-ai,https://stockedai.com/,Stock predictions based on advanced machine learning algorithms,[],Freemium,finance,False,0,2023-07-28,Stocked AI — Stock predictions based on advanced machine learning algorithms | finance | Freemium | https://stockedai.com/
Microapp AI,microapp-ai,https://microapp.ai/,React + Tailwind CSS components generated with AI.,[],Free,"low-code/no-code, code assistant",False,0,2023-07-28,"Microapp AI — React + Tailwind CSS components generated with AI. | low-code/no-code, code assistant | Free | https://microapp.ai/"
DreamFusion,dreamfusion,https://dreamfusion3d.github.io/,Text-To-Image generative model,,Contact for Pricing,"experiments, 3D",False,0,2023-07-28,"DreamFusion — Text-To-Image generative model | experiments, 3D | Contact for Pricing | https://dreamfusion3d.github.io/"
Cordless,cordless,https://cordless.io/,Modern customer service using Cordless,49/mo.,Free Trial,customer support,False,0,2023-07-28,Cordless — Modern customer service using Cordless | customer support | Free Trial | https://cordless.io/
AskUI,askui,https://www.askui.com/,Transform Your UI Automation with AskUI,130/mo.,Freemium,"design assistant, startup tools",False,0,2023-07-28,"AskUI — Transform Your UI Automation with AskUI | design assistant, startup tools | Freemium | https://www.askui.com/"
Wiseone,wiseone,https://wiseone.io/,Get More Out of Your Online Reading with Wiseone's Chrome Extension,,Free,productivity,False,0,2023-07-28,Wiseone — Get More Out of Your Online Reading with Wiseone's Chrome Extension | productivity | Free | https://wiseone.io/
Robotalk AI,robotalk,https://robotalk.ai/,Robotalk: The Smart Way to Transfer Knowledge from Robots to Humans,19.99,Freemium,fun tools,False,0,2023-07-28,Robotalk AI — Robotalk: The Smart Way to Transfer Knowledge from Robots to Humans | fun tools | Freemium | https://robotalk.ai/
Besty AI,besty-ai,https://besty.ai/,Enjoy Chatting with Besty: Your Virtual AI Companion for WhatsApp,11/mo.,Freemium,life assistant,False,0,2023-07-28,Besty AI — Enjoy Chatting with Besty: Your Virtual AI Companion for WhatsApp | life assistant | Freemium | https://besty.ai/
Hayo,hayo,https://www.hayo.com/,"Discover AI Art, News, and More with Hayo's Integrated AI Platform",0,Free,"prompts, resources",False,0,2023-07-28,"Hayo — Discover AI Art, News, and More with Hayo's Integrated AI Platform | prompts, resources | Free | https://www.hayo.com/"
CoinScreener,coinscreener,https://www.coinscreener.ai/,Comprehensive Crypto Trading Tool for Traders and Newbies Alike,8.25/mo.,Freemium,finance,False,0,2023-07-28,CoinScreener — Comprehensive Crypto Trading Tool for Traders and Newbies Alike | finance | Freemium | https://www.coinscreener.ai/
AI Code Mentor,ai-code-mentor,https://code-mentor.ai/,Unlock Your Coding Potential with AI Code Mentor,,Free,code assistant,False,0,2023-07-28,AI Code Mentor — Unlock Your Coding Potential with AI Code Mentor | code assistant | Free | https://code-mentor.ai/
PicWish,picwish,https://picwish.com/,Experience Seamless Photo Editing with PicWish,4.99/mo.,Freemium,image editing,False,0,2023-07-28,PicWish — Experience Seamless Photo Editing with PicWish | image editing | Freemium | https://picwish.com/
Nextatlas,generate,https://generate.nextatlas.com/,Predict the Future with Nextatlas and Trend Forecasting,,Free,spreadsheets,False,0,2023-07-28,Nextatlas — Predict the Future with Nextatlas and Trend Forecasting | spreadsheets | Free | https://generate.nextatlas.com/
IPlan AI,iplan-ai,https://iplan.ai/,Let AI Help Plan Your Perfect Itinerary,,Free,,False,0,2023-07-28,IPlan AI — Let AI Help Plan Your Perfect Itinerary |  | Free | https://iplan.ai/
Tripplanner AI ,tripplanner-ai,https://tripplanner.ai/,Get the Best Travel Experience with AI-Driven TripPlanner.ai,,Free,,False,0,2023-07-28,Tripplanner AI  — Get the Best Travel Experience with AI-Driven TripPlanner.ai |  | Free | https://tripplanner.ai/
Author of poems,author-of-poems,https://app.brancher.ai/f4801d3b-72e9-4b8b-a7a1-b83e46aba2fc,Generate Poems with GPT,,Free,"image generator, story teller",False,0,2023-07-28,"Author of poems — Generate Poems with GPT | image generator, story teller | Free | https://app.brancher.ai/f4801d3b-72e9-4b8b-a7a1-b83e46aba2fc"
Census GPT,san-francisco-gpt,https://censusgpt.com/SF,Find Answers to Your Demographic Queries,,Free,research,False,0,2023-07-28,Census GPT — Find Answers to Your Demographic Queries | research | Free | https://censusgpt.com/SF
Hacksocial.ai,hacksocialai,https://chrome.google.com/webstore/detail/hacksocialai/ljmjmhnmnmfnjklihbflhkcpdlgmeago,Grow Your Audience and Enhance Your Online Profile with Hacksocial.ai,12/mo.,Freemium,social media assistant,False,0,2023-07-28,Hacksocial.ai — Grow Your Audience and Enhance Your Online Profile with Hacksocial.ai | social media assistant | Freemium | https://chrome.google.com/webstore/detail/hacksocialai/ljmjmhnmnmfnjklihbflhkcpdlgmeago
Krater.AI,kraterai,https://www.krater.ai/,Discover All Your AI Needs in One Place,39/mo.,Freemium,copywriting,False,0,2023-07-28,Krater.AI — Discover All Your AI Needs in One Place | copywriting | Freemium | https://www.krater.ai/
Frequently.AI,frequentlyai,https://www.frequently.ai/,Take Your Amazon Sales to the Next Level with Frequently.AI,,Free,e-commerce,False,0,2023-07-28,Frequently.AI — Take Your Amazon Sales to the Next Level with Frequently.AI | e-commerce | Free | https://www.frequently.ai/
Kapwing AI,kapwing-ai,https://www.kapwing.com/,Speed Up Your Video Creation Process with Kapwing AI,16/mo.,Freemium,video editing,False,0,2023-07-28,Kapwing AI — Speed Up Your Video Creation Process with Kapwing AI | video editing | Freemium | https://www.kapwing.com/
MySocialPulse,mysocialpulse,https://www.mysocialpulse.com/,Using Data and Technology to Solve Real-World Problems,,Contact for Pricing,finance,False,0,2023-07-28,MySocialPulse — Using Data and Technology to Solve Real-World Problems | finance | Contact for Pricing | https://www.mysocialpulse.com/
Lilybank AI,lilybank-ai,https://lilybankai.com/,A better way to create content with AI,9.99/mo.,Freemium,social media assistant,False,0,2023-07-28,Lilybank AI — A better way to create content with AI | social media assistant | Freemium | https://lilybankai.com/
FaceCheck ID,facecheck-id,https://facecheck.id/,Protect Yourself and Others with Our Robust Photo Checking System,,Free,life assistant,False,0,2023-07-28,FaceCheck ID — Protect Yourself and Others with Our Robust Photo Checking System | life assistant | Free | https://facecheck.id/
FitGenius AI,fitgenius-ai,https://spellprints.com/@henrikjosef/fitgenius-ai,Get Personalised Workouts and Meals with FitGenius AI,4.99,Paid,,False,0,2023-07-28,FitGenius AI — Get Personalised Workouts and Meals with FitGenius AI |  | Paid | https://spellprints.com/@henrikjosef/fitgenius-ai
AIAM by Geeklab,aiam-by-geeklab,https://geeklab.dev/,AI Prompt Engine: Fuel Your Writing with Creativity,[],Contact for Pricing,prompts,False,0,2023-07-28,AIAM by Geeklab — AI Prompt Engine: Fuel Your Writing with Creativity | prompts | Contact for Pricing | https://geeklab.dev/
TinderProfile.ai,tinderprofileai,https://tinderprofile.ai/,Revamp Your Dating Profile with TinderProfile.ai,,Free,,False,0,2023-07-28,TinderProfile.ai — Revamp Your Dating Profile with TinderProfile.ai |  | Free | https://tinderprofile.ai/
Aihairstyles.com,aihairstylescom,https://aihairstyles.com/?ref=aitoolhouse.com,Want a New Look? Check Out Aihairstyles' Range of Haircuts,5 One-time,Paid,"fun tools, avatars, fashion",False,0,2023-07-28,"Aihairstyles.com — Want a New Look? Check Out Aihairstyles' Range of Haircuts | fun tools, avatars, fashion | Paid | https://aihairstyles.com/?ref=aitoolhouse.com"
Armchair,armchair,https://www.armchair.ai/,Find Your Perfect Side Hustle Based on your Interests & Experience,,Free,startup tools,False,0,2023-07-28,Armchair — Find Your Perfect Side Hustle Based on your Interests & Experience | startup tools | Free | https://www.armchair.ai/
Dialoq AI,dialoq-ai,https://dialoqai.com/,Level Up Your Chatbot Game with Dialoq AI,19/mo.,Free Trial,developer tools,False,0,2023-07-28,Dialoq AI — Level Up Your Chatbot Game with Dialoq AI | developer tools | Free Trial | https://dialoqai.com/
TeachPrompt,teachprompt,https://teachprompt.com/,Building a Competitive Edge: Prompts for All,,Free,"prompts, resources",False,0,2023-07-28,"TeachPrompt — Building a Competitive Edge: Prompts for All | prompts, resources | Free | https://teachprompt.com/"
Vossle AR,vossle-ar,https://vossle.com/,Vossle: Instant Web-based Augmented Reality for Your Business,99.99/mo.,Free Trial,"developer tools, 3D",False,0,2023-07-28,"Vossle AR — Vossle: Instant Web-based Augmented Reality for Your Business | developer tools, 3D | Free Trial | https://vossle.com/"
AiComment,aicomment,https://aicomment.pro/,Elevate your Twitter presence with content created by AI,7/mo.,Paid,social media assistant,False,0,2023-07-28,AiComment — Elevate your Twitter presence with content created by AI | social media assistant | Paid | https://aicomment.pro/
Parentivise,parentivise-formerly-parentivity,https://www.parentivise.com/,Personalised Guidance for Child Behaviour & Growth,9.99/mo.,Free Trial,life assistant,False,0,2023-07-28,Parentivise — Personalised Guidance for Child Behaviour & Growth | life assistant | Free Trial | https://www.parentivise.com/
Secureframe,secureframe,https://secureframe.com/,Simplify Web Security Compliance with Automation,,Contact for Pricing,startup tools,False,0,2023-07-28,Secureframe — Simplify Web Security Compliance with Automation | startup tools | Contact for Pricing | https://secureframe.com/
NocoAI,nocoai,https://www.nocoai.io/,The Ultimate Backend Solution for your GPT App,8/mo.,Freemium,low-code/no-code,False,0,2023-07-28,NocoAI — The Ultimate Backend Solution for your GPT App | low-code/no-code | Freemium | https://www.nocoai.io/
PostGenius,postgenius,https://www.postgeniusapp.com/,Fuel Your Next Blog Post with PostGenius,,Free,social media assistant,False,0,2023-07-28,PostGenius — Fuel Your Next Blog Post with PostGenius | social media assistant | Free | https://www.postgeniusapp.com/
AdsGency AI,adsgency-ai,https://adsgency.ai/,Level Up Your Advertising Game with AdsGency AI,,Free,social media assistant,False,0,2023-07-28,AdsGency AI — Level Up Your Advertising Game with AdsGency AI | social media assistant | Free | https://adsgency.ai/
QuickPenAI,quickpenai,https://quickpenai.com/,"Your Key to Standout, Original, and SEO-Optimised Content",29,Free Trial,copywriting,False,0,2023-07-28,"QuickPenAI — Your Key to Standout, Original, and SEO-Optimised Content | copywriting | Free Trial | https://quickpenai.com/"
